height,weight,sixty_time,exit_velo_max,exit_velo_avg,distance_max,inf_velo,three_section_commit_group,primary_position_2B,primary_position_3B,primary_position_SS,throwing_hand_R,hitting_handedness_R,hitting_handedness_S,player_region_Northeast,player_region_South,player_region_West,power_speed,size_ratio,arm_strength_size,inf_velo_squared,sixty_time_squared,is_middle_infielder,elite_tools,southern_ss,South_tall,South_power,West_tall,West_power,Northeast_tall,Northeast_power
73.0,175.0,7.14,92.9,76.9,353.0,89.0,0,False,False,True,True,False,False,False,True,False,663.306,12775.0,6497.0,7921.0,50.9796,True,False,True,False,False,False,False,False,False
75.0,200.0,7.69,91.3,85.5,366.0,85.0,2,False,False,False,False,False,False,False,False,True,702.097,15000.0,6375.0,7225.0,59.136100000000006,False,False,False,False,False,True,False,False,False
72.0,170.0,7.84,87.9,77.9,286.0,75.0,0,True,False,False,True,True,False,False,False,False,689.1360000000001,12240.0,5400.0,5625.0,61.465599999999995,True,False,False,False,False,False,False,False,False
69.0,190.0,7.25,93.1,82.5,341.0,79.0,1,False,True,False,True,True,False,False,True,False,674.9749999999999,13110.0,5451.0,6241.0,52.5625,False,False,False,False,False,False,False,False,False
75.0,204.4,6.95,98.8,87.2,339.0,85.0,0,False,True,False,True,True,False,False,True,False,686.66,15330.0,6375.0,7225.0,48.3025,False,False,False,True,True,False,False,False,False
71.0,165.0,6.82,82.8,78.2,284.0,75.0,0,False,False,True,True,True,False,False,False,False,564.696,11715.0,5325.0,5625.0,46.51240000000001,True,False,False,False,False,False,False,False,False
70.0,145.0,7.12,86.9,76.4,270.0,86.0,0,False,False,True,True,True,False,False,False,False,618.7280000000001,10150.0,6020.0,7396.0,50.6944,True,False,False,False,False,False,False,False,False
69.0,165.0,7.94,79.7,75.7,241.0,72.0,0,False,True,False,True,True,False,False,False,False,632.8180000000001,11385.0,4968.0,5184.0,63.043600000000005,False,False,False,False,False,False,False,False,False
74.0,160.0,7.1,90.6,82.6,312.0,81.0,0,False,False,True,True,True,False,False,True,False,643.2599999999999,11840.0,5994.0,6561.0,50.41,True,False,True,True,False,False,False,False,False
67.0,150.0,6.69,89.3,77.5,291.0,89.0,0,False,False,True,True,True,False,False,False,False,597.417,10050.0,5963.0,7921.0,44.7561,True,False,False,False,False,False,False,False,False
74.0,180.0,6.97,92.0,81.3,335.0,81.0,0,False,False,True,True,True,False,False,False,True,641.24,13320.0,5994.0,6561.0,48.5809,True,False,False,False,False,True,False,False,False
74.0,205.0,7.61,91.6,83.0,334.0,82.0,0,False,True,False,True,True,False,False,False,False,697.076,15170.0,6068.0,6724.0,57.9121,False,False,False,False,False,False,False,False,False
71.0,175.0,7.21,91.7,80.7,308.0,82.0,0,True,False,False,True,True,False,False,True,False,661.157,12425.0,5822.0,6724.0,51.9841,True,False,False,False,False,False,False,False,False
68.0,260.0,8.56,87.5,75.4,291.0,70.0,0,False,False,False,True,True,False,True,False,False,749.0,17680.0,4760.0,4900.0,73.2736,False,False,False,False,False,False,False,False,False
68.0,170.0,7.41,99.4,93.3,332.0,90.0,0,False,False,True,True,True,False,True,False,False,736.5540000000001,11560.0,6120.0,8100.0,54.908100000000005,True,False,False,False,False,False,False,False,True
73.0,155.0,8.04,89.6,81.4,297.0,74.0,0,False,True,False,True,True,False,False,True,False,720.3839999999999,11315.0,5402.0,5476.0,64.64159999999998,False,False,False,False,False,False,False,False,False
71.0,175.0,7.39,88.3,81.5,272.0,73.0,0,True,False,False,True,True,False,False,False,False,652.5369999999999,12425.0,5183.0,5329.0,54.6121,True,False,False,False,False,False,False,False,False
75.0,195.0,7.41,93.0,86.9,328.0,81.0,0,False,False,False,True,True,False,False,True,False,689.13,14625.0,6075.0,6561.0,54.908100000000005,False,False,False,True,False,False,False,False,False
75.0,200.0,7.76,91.1,85.1,328.0,85.0,0,False,True,False,True,True,False,False,False,True,706.9359999999999,15000.0,6375.0,7225.0,60.2176,False,False,False,False,False,True,False,False,False
72.0,215.0,7.25,88.1,81.0,320.0,76.0,0,False,False,False,False,False,False,False,True,False,638.7249999999999,15480.0,5472.0,5776.0,52.5625,False,False,False,False,False,False,False,False,False
72.0,185.0,8.14,88.4,81.2,315.0,70.0,1,False,False,False,False,False,False,False,False,False,719.5760000000001,13320.0,5040.0,4900.0,66.2596,False,False,False,False,False,False,False,False,False
70.0,177.7,7.02,98.4,94.7,371.0,83.0,0,False,False,True,True,True,False,False,False,True,690.768,12439.0,5810.0,6889.0,49.28039999999999,True,False,False,False,False,False,True,False,False
70.0,135.0,7.44,80.3,72.8,270.0,66.0,0,False,False,True,True,True,False,False,False,True,597.432,9450.0,4620.0,4356.0,55.35360000000001,True,False,False,False,False,False,False,False,False
75.0,190.0,7.24,93.1,87.1,352.0,83.0,0,False,False,True,True,True,False,False,False,False,674.044,14250.0,6225.0,6889.0,52.4176,True,False,False,False,False,False,False,False,False
73.0,195.0,7.21,98.9,95.2,352.0,84.0,0,False,True,False,True,True,False,False,True,False,713.0690000000001,14235.0,6132.0,7056.0,51.9841,False,False,False,False,True,False,False,False,False
74.0,175.0,6.89,93.5,87.2,359.0,87.0,2,False,False,True,True,True,False,False,False,False,644.2149999999999,12950.0,6438.0,7569.0,47.4721,True,False,False,False,False,False,False,False,False
71.0,170.0,7.32,82.9,72.7,276.0,75.0,0,False,False,True,True,True,False,False,False,False,606.8280000000001,12070.0,5325.0,5625.0,53.58240000000001,True,False,False,False,False,False,False,False,False
73.0,195.0,6.95,99.4,94.0,385.0,85.0,1,False,True,False,True,True,False,True,False,False,690.83,14235.0,6205.0,7225.0,48.3025,False,False,False,False,False,False,False,False,True
69.0,150.0,7.1,81.7,74.0,248.0,78.0,0,False,False,True,True,True,False,False,False,False,580.0699999999999,10350.0,5382.0,6084.0,50.41,True,False,False,False,False,False,False,False,False
128.0,165.0,6.78,93.4,86.7,345.0,84.0,0,True,False,False,False,False,False,False,False,False,633.2520000000001,21120.0,10752.0,7056.0,45.9684,True,False,False,False,False,False,False,False,False
75.0,230.0,7.25,97.3,92.5,382.0,85.0,0,False,False,False,True,True,False,False,True,False,705.425,17250.0,6375.0,7225.0,52.5625,False,False,False,True,True,False,False,False,False
67.0,130.0,7.18,82.4,77.2,273.0,79.0,0,False,False,True,True,True,False,False,False,False,591.6320000000001,8710.0,5293.0,6241.0,51.5524,True,False,False,False,False,False,False,False,False
74.0,200.0,8.76,81.8,68.2,253.0,76.0,0,False,True,False,True,True,False,True,False,False,716.568,14800.0,5624.0,5776.0,76.7376,False,False,False,False,False,False,False,True,False
74.0,197.0,7.24,98.9,90.0,373.0,81.0,0,False,False,False,True,True,False,False,False,False,716.0360000000001,14578.0,5994.0,6561.0,52.4176,False,False,False,False,False,False,False,False,False
70.0,160.0,7.31,95.3,87.6,340.0,79.0,0,False,False,True,True,False,False,False,True,False,696.6429999999999,11200.0,5530.0,6241.0,53.436099999999996,True,False,True,False,True,False,False,False,False
70.0,174.6,7.42,89.7,84.0,266.0,85.0,0,False,False,True,True,True,False,False,False,True,665.5740000000001,12222.0,5950.0,7225.0,55.0564,True,False,False,False,False,False,False,False,False
72.0,170.0,7.32,90.4,82.6,320.0,77.0,0,False,False,True,False,True,False,False,False,False,661.7280000000001,12240.0,5544.0,5929.0,53.58240000000001,True,False,False,False,False,False,False,False,False
74.0,225.0,7.21,100.3,90.9,381.0,76.0,2,False,False,False,True,False,False,False,True,False,723.163,16650.0,5624.0,5776.0,51.9841,False,False,False,True,True,False,False,False,False
73.0,172.0,7.35,89.7,86.5,327.0,82.0,1,False,False,True,True,True,False,False,True,False,659.295,12556.0,5986.0,6724.0,54.022499999999994,True,False,True,False,False,False,False,False,False
74.0,210.0,7.58,97.0,92.3,342.0,79.0,1,False,False,False,True,True,False,False,False,True,735.26,15540.0,5846.0,6241.0,57.4564,False,False,False,False,False,True,True,False,False
69.0,188.3,7.29,88.5,82.6,303.0,74.0,0,False,True,False,True,True,False,True,False,False,645.165,12992.7,5106.0,5476.0,53.1441,False,False,False,False,False,False,False,False,False
70.0,185.0,6.73,95.6,86.5,363.0,88.0,1,False,False,True,True,True,False,False,True,False,643.388,12950.0,6160.0,7744.0,45.2929,True,False,True,False,True,False,False,False,False
72.0,220.0,7.7,94.0,84.9,353.0,74.0,0,False,False,False,True,True,False,False,True,False,723.8000000000001,15840.0,5328.0,5476.0,59.290000000000006,False,False,False,False,False,False,False,False,False
75.0,170.0,8.07,78.5,70.4,282.0,70.0,0,False,True,False,True,True,False,False,True,False,633.495,12750.0,5250.0,4900.0,65.12490000000001,False,False,False,True,False,False,False,False,False
72.0,222.0,7.99,96.7,86.1,347.0,74.0,0,False,False,False,True,True,False,False,True,False,772.633,15984.0,5328.0,5476.0,63.84010000000001,False,False,False,False,True,False,False,False,False
72.0,185.0,7.25,98.2,81.9,348.0,83.0,0,False,False,False,False,False,False,False,True,False,711.95,13320.0,5976.0,6889.0,52.5625,False,False,False,False,True,False,False,False,False
72.0,168.0,7.28,82.8,71.6,245.0,75.0,0,False,False,True,True,True,False,True,False,False,602.784,12096.0,5400.0,5625.0,52.998400000000004,True,False,False,False,False,False,False,False,False
74.0,185.0,7.09,91.7,85.6,322.0,79.0,1,False,True,False,True,True,False,False,True,False,650.153,13690.0,5846.0,6241.0,50.2681,False,False,False,True,False,False,False,False,False
73.0,188.0,7.28,96.1,87.4,321.0,82.0,0,True,False,False,True,True,False,False,False,False,699.608,13724.0,5986.0,6724.0,52.998400000000004,True,False,False,False,False,False,False,False,False
73.0,175.0,6.95,100.2,97.5,311.0,87.0,0,False,False,True,True,True,False,False,False,False,696.39,12775.0,6351.0,7569.0,48.3025,True,False,False,False,False,False,False,False,False
68.0,150.0,6.92,91.3,85.6,299.0,83.0,0,False,False,True,True,True,False,False,False,False,631.7959999999999,10200.0,5644.0,6889.0,47.8864,True,False,False,False,False,False,False,False,False
75.0,210.0,7.26,96.8,89.5,337.0,79.0,0,False,False,False,True,True,False,True,False,False,702.7679999999999,15750.0,5925.0,6241.0,52.7076,False,False,False,False,False,False,False,True,True
74.0,218.0,7.2,103.4,99.5,404.0,88.0,0,False,True,False,True,True,False,False,False,False,744.48,16132.0,6512.0,7744.0,51.84,False,False,False,False,False,False,False,False,False
71.0,166.5,7.12,94.2,83.7,370.0,81.0,0,True,False,False,True,True,False,False,True,False,670.7040000000001,11821.5,5751.0,6561.0,50.6944,True,False,False,False,False,False,False,False,False
72.0,200.0,8.23,93.3,86.9,338.0,74.0,0,False,False,False,True,True,False,False,False,False,767.859,14400.0,5328.0,5476.0,67.7329,False,False,False,False,False,False,False,False,False
71.0,185.0,7.08,86.9,81.9,313.0,81.0,0,True,False,False,True,True,False,False,False,False,615.2520000000001,13135.0,5751.0,6561.0,50.126400000000004,True,False,False,False,False,False,False,False,False
70.0,156.0,6.78,96.3,88.2,334.0,88.0,1,False,False,True,False,True,False,False,True,False,652.914,10920.0,6160.0,7744.0,45.9684,True,False,True,False,True,False,False,False,False
76.0,215.0,7.84,93.9,87.0,339.0,81.0,0,False,False,False,True,False,False,False,False,False,736.176,16340.0,6156.0,6561.0,61.465599999999995,False,False,False,False,False,False,False,False,False
71.0,190.0,6.7,99.9,91.6,373.0,83.0,0,False,False,True,True,True,False,False,True,False,669.33,13490.0,5893.0,6889.0,44.89,True,False,True,False,True,False,False,False,False
68.0,153.0,7.04,88.0,80.5,320.0,80.0,1,False,False,True,True,False,True,False,True,False,619.52,10404.0,5440.0,6400.0,49.5616,True,False,True,False,False,False,False,False,False
73.0,165.0,7.37,89.1,83.7,304.0,80.0,0,False,False,True,True,False,False,False,False,False,656.6669999999999,12045.0,5840.0,6400.0,54.316900000000004,True,False,False,False,False,False,False,False,False
75.0,240.0,7.64,101.2,86.9,298.0,76.0,0,False,False,False,True,True,False,False,False,False,773.168,18000.0,5700.0,5776.0,58.3696,False,False,False,False,False,False,False,False,False
75.0,205.0,8.16,91.1,84.1,329.0,78.0,0,False,True,False,True,True,False,False,False,False,743.376,15375.0,5850.0,6084.0,66.5856,False,False,False,False,False,False,False,False,False
70.0,145.0,6.68,86.9,77.0,280.0,77.0,0,False,False,True,False,False,False,False,True,False,580.492,10150.0,5390.0,5929.0,44.6224,True,False,True,False,False,False,False,False,False
72.0,175.0,7.23,88.9,81.9,324.0,86.0,0,False,False,True,True,True,False,False,False,False,642.7470000000001,12600.0,6192.0,7396.0,52.27290000000001,True,False,False,False,False,False,False,False,False
74.0,200.0,7.43,96.3,86.6,351.0,78.0,0,False,False,False,True,True,False,False,True,False,715.5089999999999,14800.0,5772.0,6084.0,55.204899999999995,False,False,False,True,True,False,False,False,False
70.0,175.0,6.96,94.1,84.7,290.0,79.0,0,False,False,True,True,False,True,False,True,False,654.9359999999999,12250.0,5530.0,6241.0,48.4416,True,False,True,False,False,False,False,False,False
69.0,160.0,7.64,84.6,80.0,295.0,87.0,0,False,False,True,True,True,False,False,False,False,646.3439999999999,11040.0,6003.0,7569.0,58.3696,True,False,False,False,False,False,False,False,False
69.0,170.0,7.73,84.1,81.0,308.0,75.0,0,False,False,False,True,False,False,False,False,False,650.093,11730.0,5175.0,5625.0,59.752900000000004,False,False,False,False,False,False,False,False,False
69.0,151.9,7.09,98.0,89.0,353.0,80.0,1,True,False,False,True,False,False,False,False,True,694.8199999999999,10481.1,5520.0,6400.0,50.2681,True,False,False,False,False,False,True,False,False
74.0,169.1,7.18,91.9,86.2,323.0,80.0,1,False,False,True,True,True,False,False,False,True,659.842,12513.4,5920.0,6400.0,51.5524,True,False,False,False,False,True,False,False,False
68.0,150.0,6.62,86.2,74.8,291.0,84.0,0,True,False,False,True,True,False,False,False,False,570.644,10200.0,5712.0,7056.0,43.824400000000004,True,False,False,False,False,False,False,False,False
74.0,190.0,7.08,96.3,83.2,375.0,86.0,1,False,False,True,True,True,False,True,False,False,681.804,14060.0,6364.0,7396.0,50.126400000000004,True,False,False,False,False,False,False,True,True
69.0,155.0,7.66,85.5,75.6,276.0,71.0,0,False,False,True,True,True,False,False,False,False,654.9300000000001,10695.0,4899.0,5041.0,58.6756,True,False,False,False,False,False,False,False,False
71.0,210.0,7.06,103.2,89.7,360.0,81.0,0,False,False,False,False,True,False,False,False,False,728.592,14910.0,5751.0,6561.0,49.843599999999995,False,False,False,False,False,False,False,False,False
75.0,210.0,7.58,91.2,81.5,303.0,90.0,2,False,True,False,True,True,False,False,True,False,691.296,15750.0,6750.0,8100.0,57.4564,False,False,False,True,False,False,False,False,False
75.0,185.0,7.48,94.8,83.7,316.0,79.0,0,True,False,False,True,True,False,False,False,False,709.104,13875.0,5925.0,6241.0,55.95040000000001,True,False,False,False,False,False,False,False,False
73.0,190.0,7.06,95.1,90.6,336.0,87.0,0,False,False,True,True,True,False,False,False,False,671.406,13870.0,6351.0,7569.0,49.843599999999995,True,False,False,False,False,False,False,False,False
73.0,170.0,6.92,92.2,86.6,339.0,91.0,1,False,False,True,True,False,True,True,False,False,638.024,12410.0,6643.0,8281.0,47.8864,True,False,False,False,False,False,False,False,False
68.0,160.0,6.99,91.4,82.5,315.0,83.0,0,True,False,False,False,False,True,False,False,False,638.8860000000001,10880.0,5644.0,6889.0,48.8601,True,False,False,False,False,False,False,False,False
71.0,152.0,7.34,86.3,81.7,293.0,75.0,0,True,False,False,True,True,False,False,False,False,633.442,10792.0,5325.0,5625.0,53.8756,True,False,False,False,False,False,False,False,False
69.0,160.0,7.13,88.1,79.9,303.0,76.0,0,False,False,True,True,True,False,False,False,False,628.1529999999999,11040.0,5244.0,5776.0,50.8369,True,False,False,False,False,False,False,False,False
67.0,145.0,7.1,81.5,72.0,252.0,73.0,0,True,False,False,True,True,False,True,False,False,578.65,9715.0,4891.0,5329.0,50.41,True,False,False,False,False,False,False,False,False
73.0,213.0,7.44,93.5,86.9,342.0,81.0,0,False,True,False,True,True,False,True,False,False,695.64,15549.0,5913.0,6561.0,55.35360000000001,False,False,False,False,False,False,False,False,False
70.0,193.1,7.6,89.7,82.7,338.0,76.0,0,False,True,False,True,True,False,True,False,False,681.72,13517.0,5320.0,5776.0,57.76,False,False,False,False,False,False,False,False,False
72.0,180.0,6.77,96.3,90.7,361.0,86.0,1,False,False,False,False,False,False,True,False,False,651.9509999999999,12960.0,6192.0,7396.0,45.832899999999995,False,False,False,False,False,False,False,False,True
70.0,185.0,6.74,96.3,91.1,365.0,88.0,0,False,False,True,True,True,False,False,False,False,649.062,12950.0,6160.0,7744.0,45.427600000000005,True,False,False,False,False,False,False,False,False
70.0,130.0,7.43,75.8,66.4,274.0,69.0,0,False,False,True,True,True,False,False,False,False,563.194,9100.0,4830.0,4761.0,55.204899999999995,True,False,False,False,False,False,False,False,False
73.0,175.0,7.76,90.7,82.4,332.0,75.0,0,False,False,True,True,True,False,False,True,False,703.832,12775.0,5475.0,5625.0,60.2176,True,False,True,False,False,False,False,False,False
70.0,160.0,7.22,91.3,84.8,321.0,87.0,0,False,False,True,True,True,False,True,False,False,659.1859999999999,11200.0,6090.0,7569.0,52.1284,True,False,False,False,False,False,False,False,False
70.0,185.0,6.88,96.0,89.6,360.0,87.0,0,False,False,True,True,True,False,True,False,False,660.48,12950.0,6090.0,7569.0,47.334399999999995,True,False,False,False,False,False,False,False,True
67.0,165.0,7.23,88.9,78.3,327.0,81.0,0,False,False,True,True,True,False,False,False,False,642.7470000000001,11055.0,5427.0,6561.0,52.27290000000001,True,False,False,False,False,False,False,False,False
73.0,170.0,7.19,93.8,89.8,367.0,79.0,0,False,True,False,True,True,False,False,True,False,674.422,12410.0,5767.0,6241.0,51.69610000000001,False,False,False,False,False,False,False,False,False
69.0,162.0,7.34,87.7,73.6,305.0,82.0,0,False,False,True,True,True,False,False,True,False,643.718,11178.0,5658.0,6724.0,53.8756,True,False,True,False,False,False,False,False,False
72.0,180.0,7.73,87.7,79.7,293.0,73.0,2,False,False,False,True,True,False,False,False,False,677.921,12960.0,5256.0,5329.0,59.752900000000004,False,False,False,False,False,False,False,False,False
70.0,250.0,7.42,101.9,96.1,395.0,81.0,2,False,False,False,False,False,False,False,False,False,756.0980000000001,17500.0,5670.0,6561.0,55.0564,False,False,False,False,False,False,False,False,False
72.0,215.0,8.43,99.0,91.8,371.0,73.0,0,False,False,False,False,False,False,False,False,True,834.5699999999999,15480.0,5256.0,5329.0,71.0649,False,False,False,False,False,False,True,False,False
75.0,193.0,7.6,92.4,88.4,324.0,80.0,0,False,False,False,True,True,False,False,False,False,702.24,14475.0,6000.0,6400.0,57.76,False,False,False,False,False,False,False,False,False
76.0,220.0,7.42,105.6,95.4,403.0,74.0,0,False,False,False,True,True,False,False,False,True,783.5519999999999,16720.0,5624.0,5476.0,55.0564,False,False,False,False,False,True,True,False,False
75.0,205.0,7.59,97.3,92.0,358.0,79.0,0,False,False,False,True,True,False,False,False,False,738.507,15375.0,5925.0,6241.0,57.6081,False,False,False,False,False,False,False,False,False
73.0,180.0,7.34,88.5,82.7,324.0,78.0,0,False,False,True,True,True,False,False,False,False,649.59,13140.0,5694.0,6084.0,53.8756,True,False,False,False,False,False,False,False,False
70.0,172.0,6.89,89.7,84.8,328.0,77.0,0,True,False,False,True,True,False,False,True,False,618.033,12040.0,5390.0,5929.0,47.4721,True,False,False,False,False,False,False,False,False
70.0,191.4,7.78,93.7,87.3,312.0,80.0,0,False,True,False,True,True,False,False,False,False,728.986,13398.0,5600.0,6400.0,60.528400000000005,False,False,False,False,False,False,False,False,False
73.0,183.0,7.0,93.9,86.1,334.0,81.0,1,False,False,True,True,True,False,True,False,False,657.3000000000001,13359.0,5913.0,6561.0,49.0,True,False,False,False,False,False,False,False,False
71.0,190.0,7.17,91.3,84.5,341.0,80.0,0,False,True,False,True,True,False,True,False,False,654.621,13490.0,5680.0,6400.0,51.408899999999996,False,False,False,False,False,False,False,False,False
72.0,215.0,7.24,98.5,81.7,366.0,83.0,0,False,True,False,True,True,False,False,False,False,713.14,15480.0,5976.0,6889.0,52.4176,False,False,False,False,False,False,False,False,False
73.0,200.0,7.33,94.9,88.4,360.0,79.0,0,False,False,False,True,True,False,False,True,False,695.6170000000001,14600.0,5767.0,6241.0,53.7289,False,False,False,False,False,False,False,False,False
71.0,175.0,7.16,88.7,82.8,306.0,89.0,0,False,False,True,True,True,False,False,True,False,635.092,12425.0,6319.0,7921.0,51.2656,True,False,True,False,False,False,False,False,False
74.0,190.0,7.69,90.0,77.2,313.0,79.0,0,False,False,True,True,True,False,True,False,False,692.1,14060.0,5846.0,6241.0,59.136100000000006,True,False,False,False,False,False,False,True,False
73.0,199.0,6.99,93.0,86.9,297.0,83.0,2,False,False,True,True,True,False,False,False,False,650.07,14527.0,6059.0,6889.0,48.8601,True,False,False,False,False,False,False,False,False
70.0,140.0,7.11,77.5,69.4,241.0,78.0,0,False,False,True,True,True,False,False,False,False,551.025,9800.0,5460.0,6084.0,50.5521,True,False,False,False,False,False,False,False,False
73.0,200.0,7.28,96.6,86.7,337.0,83.0,0,False,False,False,True,True,False,True,False,False,703.2479999999999,14600.0,6059.0,6889.0,52.998400000000004,False,False,False,False,False,False,False,False,True
70.0,185.0,7.35,89.6,78.7,307.0,68.0,0,False,True,False,True,True,False,True,False,False,658.56,12950.0,4760.0,4624.0,54.022499999999994,False,False,False,False,False,False,False,False,False
71.0,185.0,7.59,86.0,80.4,238.0,77.0,0,False,True,False,True,True,False,False,False,False,652.74,13135.0,5467.0,5929.0,57.6081,False,False,False,False,False,False,False,False,False
73.0,170.0,7.41,87.3,80.9,305.0,81.0,0,False,False,True,True,True,False,True,False,False,646.893,12410.0,5913.0,6561.0,54.908100000000005,True,False,False,False,False,False,False,False,False
69.0,165.0,7.17,89.6,81.4,288.0,83.0,0,False,True,False,True,True,False,False,True,False,642.4319999999999,11385.0,5727.0,6889.0,51.408899999999996,False,False,False,False,False,False,False,False,False
75.0,185.0,6.97,91.7,86.0,337.0,74.0,0,True,False,False,True,True,False,False,False,True,639.149,13875.0,5550.0,5476.0,48.5809,True,False,False,False,False,True,False,False,False
72.0,175.0,7.58,91.0,82.7,338.0,82.0,1,False,False,True,True,True,False,True,False,False,689.78,12600.0,5904.0,6724.0,57.4564,True,False,False,False,False,False,False,False,False
72.0,180.0,7.33,89.4,81.3,287.0,82.0,1,False,False,True,True,True,False,False,True,False,655.302,12960.0,5904.0,6724.0,53.7289,True,False,True,False,False,False,False,False,False
73.0,256.0,7.48,99.2,85.4,343.0,77.0,0,False,True,False,True,True,False,False,True,False,742.0160000000001,18688.0,5621.0,5929.0,55.95040000000001,False,False,False,False,True,False,False,False,False
74.0,200.0,7.18,99.6,91.2,362.0,85.0,1,False,False,False,False,False,False,True,False,False,715.1279999999999,14800.0,6290.0,7225.0,51.5524,False,False,False,False,False,False,False,True,True
72.0,180.0,7.15,89.0,82.0,288.0,88.0,0,False,False,True,True,True,False,False,False,False,636.35,12960.0,6336.0,7744.0,51.1225,True,False,False,False,False,False,False,False,False
72.0,165.0,7.3,90.6,83.5,316.0,75.0,0,False,True,False,True,True,False,True,False,False,661.38,11880.0,5400.0,5625.0,53.29,False,False,False,False,False,False,False,False,False
71.0,161.8,6.92,95.2,89.7,361.0,86.0,0,False,False,True,True,True,False,False,False,False,658.784,11487.800000000001,6106.0,7396.0,47.8864,True,False,False,False,False,False,False,False,False
74.0,205.0,7.2,103.3,98.1,377.0,83.0,2,False,True,False,True,True,False,False,True,False,743.76,15170.0,6142.0,6889.0,51.84,False,False,False,True,True,False,False,False,False
70.0,175.0,7.08,93.6,87.9,341.0,85.0,0,False,False,True,True,True,False,False,False,False,662.688,12250.0,5950.0,7225.0,50.126400000000004,True,False,False,False,False,False,False,False,False
73.0,200.0,7.37,98.5,92.2,372.0,80.0,2,False,True,False,True,True,False,False,False,True,725.945,14600.0,5840.0,6400.0,54.316900000000004,False,False,False,False,False,False,True,False,False
70.0,185.0,6.9,91.1,83.0,324.0,86.0,0,False,False,True,True,True,False,False,False,False,628.59,12950.0,6020.0,7396.0,47.61000000000001,True,False,False,False,False,False,False,False,False
74.0,190.0,7.41,96.6,90.6,340.0,86.0,0,False,True,False,True,True,False,False,True,False,715.8059999999999,14060.0,6364.0,7396.0,54.908100000000005,False,False,False,True,True,False,False,False,False
74.0,240.0,8.08,92.6,88.0,327.0,66.0,0,False,True,False,True,True,False,False,True,False,748.208,17760.0,4884.0,4356.0,65.2864,False,False,False,True,False,False,False,False,False
73.0,170.0,7.09,89.5,81.9,315.0,84.0,0,False,False,True,True,True,False,False,True,False,634.555,12410.0,6132.0,7056.0,50.2681,True,False,True,False,False,False,False,False,False
75.0,175.0,6.76,90.8,84.5,321.0,80.0,1,False,False,True,True,True,False,False,False,False,613.808,13125.0,6000.0,6400.0,45.697599999999994,True,False,False,False,False,False,False,False,False
72.0,180.0,7.23,87.8,75.2,296.0,80.0,0,False,False,True,True,True,False,False,False,False,634.794,12960.0,5760.0,6400.0,52.27290000000001,True,False,False,False,False,False,False,False,False
71.0,165.0,7.35,88.6,82.6,309.0,74.0,0,False,True,False,True,True,False,False,False,True,651.2099999999999,11715.0,5254.0,5476.0,54.022499999999994,False,False,False,False,False,False,False,False,False
75.0,205.0,6.87,96.7,90.8,349.0,85.0,2,False,False,False,True,True,False,False,False,False,664.3290000000001,15375.0,6375.0,7225.0,47.1969,False,False,False,False,False,False,False,False,False
71.0,170.0,7.33,87.8,81.0,303.0,74.0,0,False,True,False,True,True,False,False,False,True,643.574,12070.0,5254.0,5476.0,53.7289,False,False,False,False,False,False,False,False,False
77.0,215.0,6.94,95.5,86.6,358.0,83.0,0,False,False,False,True,True,False,False,False,False,662.77,16555.0,6391.0,6889.0,48.1636,False,False,False,False,False,False,False,False,False
72.0,180.0,6.79,98.2,88.5,368.0,90.0,0,False,False,True,True,True,False,False,True,False,666.778,12960.0,6480.0,8100.0,46.1041,True,False,True,False,True,False,False,False,False
73.0,190.0,7.26,95.4,91.1,371.0,79.0,0,False,False,False,False,False,False,False,False,False,692.604,13870.0,5767.0,6241.0,52.7076,False,False,False,False,False,False,False,False,False
72.0,170.0,6.8,90.6,79.8,348.0,81.0,0,False,False,True,True,True,False,False,True,False,616.0799999999999,12240.0,5832.0,6561.0,46.239999999999995,True,False,True,False,False,False,False,False,False
69.0,165.0,7.12,84.8,77.3,293.0,79.0,0,True,False,False,True,True,False,False,False,False,603.776,11385.0,5451.0,6241.0,50.6944,True,False,False,False,False,False,False,False,False
78.0,254.0,7.09,104.5,96.5,411.0,92.0,2,False,True,False,True,True,False,False,True,False,740.905,19812.0,7176.0,8464.0,50.2681,False,False,False,True,True,False,False,False,False
70.0,185.0,6.97,93.3,86.3,348.0,86.0,0,False,False,True,True,True,False,False,False,False,650.3009999999999,12950.0,6020.0,7396.0,48.5809,True,False,False,False,False,False,False,False,False
72.0,210.0,7.44,98.1,89.4,377.0,84.0,0,False,True,False,True,True,False,False,False,False,729.864,15120.0,6048.0,7056.0,55.35360000000001,False,False,False,False,False,False,False,False,False
74.0,200.0,7.09,95.8,79.0,337.0,89.0,2,False,False,False,False,False,False,False,True,False,679.222,14800.0,6586.0,7921.0,50.2681,False,False,False,True,True,False,False,False,False
70.0,175.0,6.77,93.3,80.2,310.0,78.0,0,False,False,True,True,True,False,False,False,False,631.641,12250.0,5460.0,6084.0,45.832899999999995,True,False,False,False,False,False,False,False,False
77.0,200.0,6.65,95.0,91.6,356.0,85.0,1,False,False,True,True,False,False,True,False,False,631.75,15400.0,6545.0,7225.0,44.222500000000004,True,False,False,False,False,False,False,True,False
71.0,185.0,7.6,88.9,81.5,308.0,75.0,1,False,False,True,True,False,True,False,True,False,675.64,13135.0,5325.0,5625.0,57.76,True,False,True,False,False,False,False,False,False
73.0,205.0,7.67,92.0,79.8,337.0,73.0,0,False,False,False,True,True,False,True,False,False,705.64,14965.0,5329.0,5329.0,58.8289,False,False,False,False,False,False,False,False,False
