primary_position,height,weight,throwing_hand,FastballVelocity (max),FastballVelo Range,FastballSpin Rate (avg),Changeup Velo Range,Changeup Spin Rate (avg),Curveball Velo Range,Curveball Spin Rate (avg),Slider Velo Range,Slider Spin Rate (avg),Region,group,num_pitches,fb_ch_velo_diff,fb_cb_velo_diff,fb_sl_velo_diff,FastballVelocity (max)_missing,FastballVelo Range_missing,FastballSpin Rate (avg)_missing,Changeup Velo Range_missing,Changeup Spin Rate (avg)_missing,Curveball Velo Range_missing,Curveball Spin Rate (avg)_missing,Slider Velo Range_missing,Slider Spin Rate (avg)_missing
RHP,73.0,170.0,R,,,,,,,,,,West,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,187.0,R,85.0,82.5,2144.0,72.5,1238.0,71.0,,,,Northeast,D3,3,10.0,11.5,,0,0,0,0,0,0,1,1,1
RHP,68.0,135.0,L,,,,,,,,,,South,D2,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,205.0,R,88.4,87.5,2265.0,81.5,1954.0,69.0,,76.8,2212.0,Midwest,JC,4,6.0,18.5,10.700000000000005,0,0,0,0,0,0,1,0,0
RHP,72.0,185.0,R,83.0,81.0,,72.5,,72.5,,,,South,JC,3,8.5,8.5,,0,0,1,0,1,0,1,1,1
LHP,69.0,140.0,L,84.0,82.5,1813.0,76.0,1640.0,66.0,1934.0,67.0,1998.0,Northeast,JC,4,6.5,16.5,15.5,0,0,0,0,0,0,0,0,0
RHP,76.0,235.0,R,88.0,86.5,,82.5,,,,77.5,,West,Power 4,3,4.0,,9.0,0,0,1,0,1,1,1,0,1
RHP,75.0,200.0,R,90.0,87.0,2055.0,79.0,1513.0,77.0,1669.0,83.0,1741.0,South,Low Major,4,8.0,10.0,4.0,0,0,0,0,0,0,0,0,0
LHP,73.0,185.0,L,88.0,86.0,2486.0,79.5,1732.0,74.0,2609.0,76.0,2623.0,South,Low Major,4,6.5,12.0,10.0,0,0,0,0,0,0,0,0,0
RHP,77.0,195.0,R,94.0,91.5,,83.5,,76.0,,84.5,,South,Power 4,4,8.0,15.5,7.0,0,0,1,0,1,0,1,0,1
RHP,69.0,195.0,R,92.0,90.6,2237.0,85.1,1756.0,80.5,2132.0,,,South,JC,3,5.5,10.099999999999994,,0,0,0,0,0,0,0,1,1
RHP,76.0,205.0,R,89.0,88.0,2277.0,78.0,1905.0,75.0,2582.0,77.0,2735.0,South,Power 4,4,10.0,13.0,11.0,0,0,0,0,0,0,0,0,0
RHP,73.0,165.0,R,77.0,75.5,,77.0,,69.0,,,,Northeast,D2,3,-1.5,6.5,,0,0,1,0,1,0,1,1,1
RHP,76.0,,R,,,,,,,,,,Midwest,JC,0,,,,1,1,1,1,1,1,1,1,1
LHP,71.0,138.0,R,81.0,80.0,2106.0,75.0,1847.0,72.0,2183.0,74.1,1706.0,South,JC,4,5.0,8.0,5.900000000000006,0,0,0,0,0,0,0,0,0
RHP,71.0,186.0,R,84.0,83.0,2063.0,74.0,1358.0,68.5,2065.0,78.2,2164.0,Northeast,JC,4,9.0,14.5,4.799999999999997,0,0,0,0,0,0,0,0,0
LHP,76.0,205.0,R,86.0,83.0,1813.0,72.5,1565.0,71.0,1694.0,,,Midwest,D2,3,10.5,12.0,,0,0,0,0,0,0,0,1,1
LHP,72.0,165.0,L,,75.5,,72.5,,66.0,,,,South,D2,3,3.0,9.5,,1,0,1,0,1,0,1,1,1
RHP,73.0,160.0,L,,80.0,,74.5,,67.5,,,,Midwest,JC,3,5.5,12.5,,1,0,1,0,1,0,1,1,1
RHP,75.0,195.0,R,,87.5,,,,,,79.0,,South,Mid Major,2,,,8.5,1,0,1,1,1,1,1,0,1
LHP,71.0,175.0,L,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,195.0,R,,86.0,,,,70.5,,,,South,Mid Major,2,,15.5,,1,0,1,1,1,0,1,1,1
RHP,74.0,207.7,R,92.2,90.0,2377.0,83.0,1831.0,80.0,2305.0,82.0,2452.0,West,JC,4,7.0,10.0,8.0,0,0,0,0,0,0,0,0,0
LHP,71.0,173.0,L,,,,,,,,,,South,Power 4,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,140.0,R,,,,,,,,,,South,NAIA,0,,,,1,1,1,1,1,1,1,1,1
LHP,71.0,150.0,L,74.0,73.0,,68.5,,64.5,,,,South,D2,3,4.5,8.5,,0,0,1,0,1,0,1,1,1
LHP,75.0,185.0,L,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,180.0,R,,,,,,,,,,Midwest,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,76.0,183.0,R,,,,,,,,,,Midwest,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,76.0,200.0,R,90.0,88.0,2031.0,77.7,1388.0,77.0,2342.0,,,South,Low Major,3,10.299999999999995,11.0,,0,0,0,0,0,0,0,1,1
RHP,72.0,190.0,R,80.4,79.7,1824.0,75.6,1742.0,,,69.5,1746.0,West,JC,3,4.1000000000000085,,10.200000000000005,0,0,0,0,0,1,1,0,0
RHP,74.0,190.0,R,86.5,84.2,2058.0,79.3,1712.0,,,76.5,1934.0,Northeast,Low Major,3,4.900000000000006,,7.700000000000003,0,0,0,0,0,1,1,0,0
RHP,76.0,240.0,R,92.0,89.5,2139.0,81.4,1490.0,76.5,,80.4,1971.0,South,Low Major,4,8.099999999999994,13.0,9.099999999999994,0,0,0,0,0,0,1,0,0
LHP,74.0,210.0,R,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,170.0,R,87.0,85.0,,,,,,75.0,,South,Power 4,2,,,10.0,0,0,1,1,1,1,1,0,1
LHP,73.0,190.0,L,83.4,78.8,2011.0,69.8,1798.0,69.5,2044.0,71.2,1903.0,South,JC,4,9.0,9.299999999999995,7.599999999999994,0,0,0,0,0,0,0,0,0
RHP,72.0,175.0,R,,86.0,,74.5,,74.5,,,,South,Mid Major,3,11.5,11.5,,1,0,1,0,1,0,1,1,1
RHP,72.0,206.0,R,89.4,88.0,1880.0,82.5,1493.0,74.5,2038.0,78.0,2062.0,South,Mid Major,4,5.5,13.5,10.0,0,0,0,0,0,0,0,0,0
LHP,74.0,220.0,L,85.0,81.7,2193.0,76.8,2238.0,74.0,2476.0,68.2,2226.0,South,Low Major,4,4.900000000000006,7.700000000000003,13.5,0,0,0,0,0,0,0,0,0
RHP,68.0,150.0,R,81.0,79.5,,74.0,,64.5,,,,Midwest,NAIA,3,5.5,15.0,,0,0,1,0,1,0,1,1,1
RHP,76.0,195.0,R,93.0,92.0,,83.5,,80.0,,84.0,,South,Power 4,4,8.5,12.0,8.0,0,0,1,0,1,0,1,0,1
RHP,74.0,170.0,R,88.0,86.5,2120.0,76.5,1826.0,75.0,2344.0,,,South,Low Major,3,10.0,11.5,,0,0,0,0,0,0,0,1,1
RHP,70.0,175.0,R,81.0,79.0,1737.0,71.9,1415.0,64.0,1657.0,,,Midwest,D3,3,7.099999999999994,15.0,,0,0,0,0,0,0,0,1,1
LHP,75.0,175.0,L,,67.5,,64.5,,59.0,,,,Midwest,D3,3,3.0,8.5,,1,0,1,0,1,0,1,1,1
LHP,72.0,195.0,L,87.0,83.5,,77.0,,72.5,,,,Northeast,Mid Major,3,6.5,11.0,,0,0,1,0,1,0,1,1,1
RHP,79.0,230.0,R,89.2,88.0,2361.0,79.5,,69.0,,76.0,2604.0,South,Power 4,4,8.5,19.0,12.0,0,0,0,0,1,0,1,0,0
RHP,71.0,200.0,R,88.0,85.0,2027.0,76.0,1428.0,67.0,,72.5,2016.0,South,JC,4,9.0,18.0,12.5,0,0,0,0,0,0,1,0,0
RHP,70.0,170.0,R,85.2,84.5,2041.0,73.0,1953.0,63.0,,66.5,1665.0,Northeast,Low Major,4,11.5,21.5,18.0,0,0,0,0,0,0,1,0,0
LHP,71.0,160.0,R,81.0,79.0,,75.5,,67.0,,,,South,JC,3,3.5,12.0,,0,0,1,0,1,0,1,1,1
RHP,71.0,190.0,R,91.8,90.9,2422.0,76.9,1891.0,67.5,,79.9,2712.0,South,JC,4,14.0,23.40000000000001,11.0,0,0,0,0,0,0,1,0,0
RHP,72.0,160.0,R,,,,,,,,,,West,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,69.0,145.0,R,77.0,74.4,1921.0,67.6,1554.0,60.8,2209.0,,,West,D3,3,6.800000000000011,13.600000000000009,,0,0,0,0,0,0,0,1,1
RHP,73.0,190.0,R,78.1,79.0,1913.0,72.5,,66.0,1763.0,,,South,D2,3,6.5,13.0,,0,0,0,0,1,0,0,1,1
LHP,73.0,185.0,L,,82.5,,,,68.5,,,,South,D2,2,,14.0,,1,0,1,1,1,0,1,1,1
RHP,72.0,165.0,R,87.0,85.5,2119.0,79.9,1865.0,71.0,2250.0,74.8,2237.0,South,JC,4,5.599999999999994,14.5,10.700000000000005,0,0,0,0,0,0,0,0,0
RHP,72.0,175.0,R,86.0,83.0,2071.0,,,69.0,1992.0,75.3,2117.0,South,D2,3,,14.0,7.700000000000003,0,0,0,1,1,0,0,0,0
RHP,75.0,195.0,R,82.5,80.3,1893.0,,,73.0,1636.0,,,South,JC,2,,7.299999999999997,,0,0,0,1,1,0,0,1,1
RHP,75.0,220.0,R,86.0,83.5,2372.0,78.5,1769.0,75.0,2731.0,74.2,2625.0,South,D3,4,5.0,8.5,9.299999999999995,0,0,0,0,0,0,0,0,0
RHP,74.0,195.0,R,88.0,87.0,,,,73.0,,,,South,Low Major,2,,14.0,,0,0,1,1,1,0,1,1,1
LHP,73.0,175.0,L,87.1,85.5,2211.0,76.0,1987.0,69.4,2520.0,74.8,2520.0,South,JC,4,9.5,16.099999999999994,10.700000000000005,0,0,0,0,0,0,0,0,0
RHP,77.0,205.0,L,,,,,,,,,,South,Low Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,70.0,153.2,R,86.0,85.5,2423.0,81.4,1557.0,79.0,2285.0,81.5,2444.0,South,JC,4,4.099999999999994,6.5,4.0,0,0,0,0,0,0,0,0,0
RHP,75.0,215.0,R,84.6,82.5,1531.0,78.5,1295.0,74.0,,74.4,1446.0,South,Mid Major,4,4.0,8.5,8.099999999999994,0,0,0,0,0,0,1,0,0
RHP,72.0,155.0,R,79.9,78.2,1793.0,75.4,1659.0,69.6,1756.0,,,Midwest,JC,3,2.799999999999997,8.600000000000009,,0,0,0,0,0,0,0,1,1
RHP,77.0,227.0,R,,81.5,,,,70.5,,,,South,JC,2,,11.0,,1,0,1,1,1,0,1,1,1
RHP,73.0,145.0,R,84.0,82.0,1896.0,71.5,1143.0,73.0,1781.0,,,South,JC,3,10.5,9.0,,0,0,0,0,0,0,0,1,1
RHP,73.0,155.0,R,,,,,,,,,,Midwest,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,220.0,L,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,71.0,180.0,R,79.0,78.0,,73.0,,69.5,,,,Midwest,NAIA,3,5.0,8.5,,0,0,1,0,1,0,1,1,1
LHP,70.0,175.0,L,,,,,,,,,,Midwest,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
LHP,74.0,170.0,L,,,,,,,,,,West,JC,0,,,,1,1,1,1,1,1,1,1,1
LHP,72.0,183.0,L,80.0,79.0,1987.0,72.6,1392.0,65.9,2197.0,65.7,2159.0,Midwest,JC,4,6.400000000000006,13.099999999999994,13.299999999999995,0,0,0,0,0,0,0,0,0
RHP,72.0,140.0,R,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
LHP,74.0,150.0,L,85.0,81.5,1807.0,72.5,1568.0,71.5,1893.0,73.5,,South,JC,4,9.0,10.0,8.0,0,0,0,0,0,0,0,0,1
RHP,74.0,200.0,R,91.2,90.1,2155.0,82.4,1791.0,76.2,2095.0,79.3,2277.0,Midwest,Low Major,4,7.699999999999989,13.899999999999991,10.799999999999995,0,0,0,0,0,0,0,0,0
RHP,73.0,215.0,R,84.3,83.8,2140.0,,,73.1,2329.0,73.5,2434.0,South,D3,3,,10.700000000000005,10.299999999999995,0,0,0,1,1,0,0,0,0
RHP,74.0,200.0,R,90.3,88.6,2301.0,80.3,1792.0,77.5,2092.0,75.8,1779.0,Northeast,D2,4,8.299999999999997,11.099999999999994,12.799999999999995,0,0,0,0,0,0,0,0,0
LHP,75.0,165.0,R,83.4,82.6,2042.0,76.0,1869.0,70.5,2149.0,71.4,2129.0,Midwest,JC,4,6.599999999999994,12.099999999999994,11.199999999999989,0,0,0,0,0,0,0,0,0
RHP,76.0,185.0,L,91.4,90.5,2388.0,80.2,2041.0,71.5,2274.0,77.5,2572.0,Midwest,Mid Major,4,10.299999999999995,19.0,13.0,0,0,0,0,0,0,0,0,0
RHP,72.0,183.0,R,89.3,86.8,2284.0,82.0,1722.0,76.5,2166.0,76.5,2196.0,Northeast,Mid Major,4,4.799999999999997,10.299999999999995,10.299999999999995,0,0,0,0,0,0,0,0,0
RHP,74.0,175.0,R,,,,,,,,,,Midwest,JC,0,,,,1,1,1,1,1,1,1,1,1
RHP,73.0,175.0,R,,83.0,,67.0,,65.5,,,,South,D3,3,16.0,17.5,,1,0,1,0,1,0,1,1,1
RHP,76.0,210.0,R,85.2,84.2,2000.0,77.8,1715.0,71.4,2009.0,,,South,JC,3,6.400000000000006,12.799999999999995,,0,0,0,0,0,0,0,1,1
RHP,74.0,190.0,R,,,,,,,,,,West,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,210.0,R,,82.5,,71.0,,69.0,,74.0,,South,D2,4,11.5,13.5,8.5,1,0,1,0,1,0,1,0,1
RHP,74.0,165.0,R,77.9,74.2,1761.0,,,,1626.0,59.3,1686.0,Midwest,JC,2,,,14.900000000000006,0,0,0,1,1,1,0,0,0
RHP,75.0,177.0,R,81.0,80.5,,74.0,,70.5,,73.0,,Midwest,JC,4,6.5,10.0,7.5,0,0,1,0,1,0,1,0,1
RHP,74.0,175.0,R,84.0,81.5,2051.0,75.5,1659.0,,,69.3,2388.0,South,JC,3,6.0,,12.200000000000005,0,0,0,0,0,1,1,0,0
LHP,70.0,150.0,L,88.0,85.0,,71.5,,67.0,,,,South,Power 4,3,13.5,18.0,,0,0,1,0,1,0,1,1,1
LHP,72.0,175.0,L,81.0,80.0,,,,68.0,,,,South,JC,2,,12.0,,0,0,1,1,1,0,1,1,1
RHP,73.0,203.0,R,84.4,83.6,2190.0,78.5,1863.0,72.5,2121.0,74.7,2089.0,Midwest,JC,4,5.099999999999994,11.099999999999994,8.899999999999991,0,0,0,0,0,0,0,0,0
RHP,74.0,185.0,R,78.0,76.0,,,,63.0,,67.5,,South,D3,3,,13.0,8.5,0,0,1,1,1,0,1,0,1
RHP,69.0,130.0,L,76.0,74.0,,,,,,,,South,NAIA,1,,,,0,0,1,1,1,1,1,1,1
RHP,74.0,215.0,R,89.1,88.5,2263.0,82.2,1918.0,76.9,2627.0,80.2,2596.0,South,JC,4,6.299999999999997,11.599999999999994,8.299999999999997,0,0,0,0,0,0,0,0,0
RHP,76.0,175.0,R,76.3,74.8,1981.0,72.0,1770.0,66.0,1945.0,64.0,1917.0,South,D3,4,2.799999999999997,8.799999999999997,10.799999999999995,0,0,0,0,0,0,0,0,0
RHP,71.0,180.0,R,83.0,82.0,,,,,,,,Midwest,D3,1,,,,0,0,1,1,1,1,1,1,1
RHP,71.0,155.0,R,79.2,78.1,1932.0,,1676.0,64.0,1919.0,,,Northeast,D3,2,,14.099999999999994,,0,0,0,1,0,0,0,1,1
RHP,70.0,160.0,R,80.0,78.5,2061.0,72.5,2019.0,67.5,2178.0,68.5,1972.0,Midwest,JC,4,6.0,11.0,10.0,0,0,0,0,0,0,0,0,0
RHP,70.0,160.0,R,,84.0,,,,73.0,,,,South,Low Major,2,,11.0,,1,0,1,1,1,0,1,1,1
RHP,74.0,210.0,R,82.0,80.5,1908.0,73.3,1727.0,66.4,1907.0,69.0,,Midwest,JC,4,7.200000000000003,14.099999999999994,11.5,0,0,0,0,0,0,0,0,1
RHP,71.0,195.0,R,72.0,70.0,1895.0,66.0,1571.0,63.5,1754.0,,,Midwest,D3,3,4.0,6.5,,0,0,0,0,0,0,0,1,1
RHP,76.0,245.0,R,91.2,89.2,2353.0,81.0,2095.0,71.5,2327.0,75.3,2566.0,South,Mid Major,4,8.200000000000003,17.700000000000003,13.900000000000006,0,0,0,0,0,0,0,0,0
LHP,75.0,170.0,L,,75.5,,68.0,,68.0,,,,Midwest,NAIA,3,7.5,7.5,,1,0,1,0,1,0,1,1,1
LHP,74.0,182.0,L,,84.0,,75.5,,71.5,,,,West,Power 4,3,8.5,12.5,,1,0,1,0,1,0,1,1,1
RHP,72.0,140.0,R,,68.0,,65.0,,61.0,,,,Midwest,D3,3,3.0,7.0,,1,0,1,0,1,0,1,1,1
LHP,67.0,220.0,L,69.0,67.0,,,,59.0,,,,Midwest,D3,2,,8.0,,0,0,1,1,1,0,1,1,1
RHP,77.0,225.0,R,93.0,92.0,2346.0,83.0,2177.0,73.5,2799.0,79.0,2734.0,Northeast,Power 4,4,9.0,18.5,13.0,0,0,0,0,0,0,0,0,0
RHP,74.0,179.0,R,79.8,78.2,1999.0,68.0,,64.0,2110.0,66.5,2033.0,Midwest,JC,4,10.200000000000005,14.200000000000005,11.700000000000005,0,0,0,0,1,0,0,0,0
RHP,69.0,170.0,R,75.0,73.5,,61.0,,58.5,,61.5,,Midwest,D3,4,12.5,15.0,12.0,0,0,1,0,1,0,1,0,1
RHP,77.0,220.0,R,92.0,89.0,1975.0,79.5,1182.0,77.5,,82.0,2083.0,Midwest,Mid Major,4,9.5,11.5,7.0,0,0,0,0,0,0,1,0,0
LHP,73.0,190.0,R,,,,,,,,,,West,Power 4,0,,,,1,1,1,1,1,1,1,1,1
RHP,72.0,175.0,R,,80.5,,77.5,,71.5,,,,Northeast,D3,3,3.0,9.0,,1,0,1,0,1,0,1,1,1
LHP,72.0,175.0,L,,74.5,,,,63.0,,,,Northeast,JC,2,,11.5,,1,0,1,1,1,0,1,1,1
RHP,77.0,240.0,R,,,,,,,,,,West,D2,0,,,,1,1,1,1,1,1,1,1,1
RHP,69.0,155.0,R,,86.0,,72.0,,73.5,,,,Midwest,JC,3,14.0,12.5,,1,0,1,0,1,0,1,1,1
LHP,72.0,155.0,L,,,,,,,,,,South,JC,0,,,,1,1,1,1,1,1,1,1,1
LHP,73.0,168.0,L,86.4,85.0,2034.0,75.5,1600.0,66.0,,70.3,2099.0,Midwest,Mid Major,4,9.5,19.0,14.700000000000005,0,0,0,0,0,0,1,0,0
RHP,73.0,205.0,R,80.1,78.7,2074.0,74.5,,69.0,1806.0,,,Midwest,JC,3,4.200000000000003,9.700000000000005,,0,0,0,0,1,0,0,1,1
RHP,72.0,145.0,R,79.0,77.5,1775.0,73.5,1593.0,68.0,1715.0,,,Northeast,Low Major,3,4.0,9.5,,0,0,0,0,0,0,0,1,1
RHP,72.0,207.0,L,96.0,93.0,2375.0,84.6,1764.0,80.5,2871.0,81.0,2753.0,Northeast,Power 4,4,8.400000000000006,12.5,12.0,0,0,0,0,0,0,0,0,0
RHP,79.0,205.0,R,86.0,85.0,2042.0,73.5,1921.0,71.5,1867.0,72.0,1853.0,Midwest,D2,4,11.5,13.5,13.0,0,0,0,0,0,0,0,0,0
RHP,75.0,200.0,R,81.0,79.3,1847.0,73.0,1517.0,67.8,2148.0,73.7,2224.0,Northeast,D3,4,6.299999999999997,11.5,5.599999999999994,0,0,0,0,0,0,0,0,0
LHP,74.0,160.0,R,,78.0,,,,67.0,,,,Northeast,D2,2,,11.0,,1,0,1,1,1,0,1,1,1
RHP,75.0,170.0,R,78.4,77.9,1946.0,71.2,1167.0,,,63.4,1832.0,Northeast,D2,3,6.700000000000003,,14.500000000000009,0,0,0,0,0,1,1,0,0
RHP,73.0,200.0,R,85.0,84.0,1993.0,75.5,1570.0,70.0,2225.0,73.0,2326.0,South,JC,4,8.5,14.0,11.0,0,0,0,0,0,0,0,0,0
LHP,72.0,185.0,L,81.0,78.5,1850.0,73.5,1984.0,71.7,2125.0,,,West,Low Major,3,5.0,6.799999999999997,,0,0,0,0,0,0,0,1,1
RHP,75.0,215.0,R,88.0,86.0,2192.0,71.0,1968.0,72.5,2473.0,69.3,2456.0,Midwest,Low Major,4,15.0,13.5,16.700000000000003,0,0,0,0,0,0,0,0,0
RHP,77.0,200.0,R,75.0,74.5,,70.0,,,,62.5,,South,Mid Major,3,4.5,,12.0,0,0,1,0,1,1,1,0,1
RHP,74.0,185.0,R,91.2,89.0,2323.0,81.5,1400.0,73.8,2111.0,77.5,1724.0,Northeast,Power 4,4,7.5,15.200000000000005,11.5,0,0,0,0,0,0,0,0,0
LHP,75.0,190.0,L,88.0,85.0,1970.0,72.8,1534.0,70.5,1744.0,,,South,Power 4,3,12.200000000000005,14.5,,0,0,0,0,0,0,0,1,1
RHP,74.0,190.0,R,87.0,86.0,1876.0,74.6,1585.0,72.0,2146.0,,,Midwest,NAIA,3,11.400000000000006,14.0,,0,0,0,0,0,0,0,1,1
RHP,73.0,188.0,L,87.0,86.5,1926.0,79.5,1992.0,74.5,1842.0,75.9,2126.0,Northeast,D2,4,7.0,12.0,10.599999999999994,0,0,0,0,0,0,0,0,0
LHP,75.0,213.0,L,91.0,90.0,1784.0,83.0,1321.0,75.5,2140.0,,,Northeast,Power 4,3,7.0,14.5,,0,0,0,0,0,0,0,1,1
RHP,72.0,175.0,R,,,,,,,,,,West,Power 4,0,,,,1,1,1,1,1,1,1,1,1
RHP,75.0,175.0,R,78.0,75.0,2067.0,70.4,1583.0,61.6,1870.0,,,Northeast,D3,3,4.599999999999994,13.4,,0,0,0,0,0,0,0,1,1
RHP,72.0,180.0,R,87.0,85.5,,80.5,,70.0,,76.0,,South,Mid Major,4,5.0,15.5,9.5,0,0,1,0,1,0,1,0,1
RHP,74.0,170.0,R,92.3,91.0,2072.0,85.2,1908.0,73.2,2513.0,79.9,2430.0,Midwest,Mid Major,4,5.799999999999997,17.799999999999997,11.099999999999994,0,0,0,0,0,0,0,0,0
RHP,77.0,185.0,L,,90.0,,82.0,,68.0,,73.5,,Midwest,Power 4,4,8.0,22.0,16.5,1,0,1,0,1,0,1,0,1
RHP,71.0,160.0,R,82.0,81.0,1855.0,71.2,1580.0,76.5,,69.8,1968.0,Midwest,NAIA,4,9.799999999999995,4.5,11.200000000000005,0,0,0,0,0,0,1,0,0
LHP,72.0,175.0,R,,87.5,,79.5,,75.0,,,,Midwest,Mid Major,3,8.0,12.5,,1,0,1,0,1,0,1,1,1
RHP,72.0,170.0,R,75.0,74.0,1905.0,67.9,1899.0,66.5,1678.0,,,South,D3,3,6.099999999999994,7.5,,0,0,0,0,0,0,0,1,1
RHP,69.0,142.0,R,83.0,82.5,,,,69.5,,,,Northeast,JC,2,,13.0,,0,0,1,1,1,0,1,1,1
LHP,74.0,175.0,L,86.0,85.0,2250.0,74.0,2009.0,72.5,2224.0,77.6,1981.0,Northeast,JC,4,11.0,12.5,7.400000000000006,0,0,0,0,0,0,0,0,0
LHP,73.0,175.0,L,82.3,79.9,1873.0,71.0,1767.0,63.4,1806.0,62.9,1640.0,Northeast,D3,4,8.900000000000006,16.500000000000007,17.000000000000007,0,0,0,0,0,0,0,0,0
RHP,72.0,175.0,R,,86.5,,73.5,,72.0,,,,West,JC,3,13.0,14.5,,1,0,1,0,1,0,1,1,1
RHP,75.0,170.0,R,90.8,88.9,2465.0,81.0,1738.0,74.0,,71.8,2376.0,Northeast,Power 4,4,7.900000000000006,14.900000000000006,17.10000000000001,0,0,0,0,0,0,1,0,0
RHP,74.0,200.0,R,79.0,76.0,,,,62.5,,,,South,JC,2,,13.5,,0,0,1,1,1,0,1,1,1
RHP,73.0,165.0,R,82.0,81.0,2123.0,75.1,1974.0,74.7,2604.0,70.0,2354.0,Northeast,D3,4,5.900000000000006,6.299999999999997,11.0,0,0,0,0,0,0,0,0,0
RHP,75.0,196.0,R,92.0,89.0,2289.0,82.0,1806.0,73.5,2575.0,80.5,2337.0,South,Mid Major,4,7.0,15.5,8.5,0,0,0,0,0,0,0,0,0
RHP,71.0,175.0,R,86.0,85.0,,,,72.5,,,,South,D2,2,,12.5,,0,0,1,1,1,0,1,1,1
LHP,72.0,180.0,R,,,,,,,,,,South,Mid Major,0,,,,1,1,1,1,1,1,1,1,1
RHP,74.0,185.0,R,,90.0,,,,,,79.0,,West,Mid Major,2,,,11.0,1,0,1,1,1,1,1,0,1
RHP,74.0,180.0,R,81.3,79.6,1849.0,65.0,1579.0,65.1,1636.0,,,Northeast,Low Major,3,14.599999999999994,14.5,,0,0,0,0,0,0,0,1,1
LHP,70.0,160.0,L,84.4,83.0,2040.0,70.5,,67.4,2085.0,,,Northeast,D3,3,12.5,15.599999999999994,,0,0,0,0,1,0,0,1,1
LHP,69.0,178.1,L,82.0,78.6,2110.0,,1651.0,,,71.2,2093.0,West,NAIA,2,,,7.399999999999992,0,0,0,1,0,1,1,0,0
RHP,72.0,160.0,R,88.2,87.0,2494.0,76.9,1393.0,75.8,2626.0,79.1,2631.0,South,Mid Major,4,10.099999999999994,11.200000000000005,7.900000000000006,0,0,0,0,0,0,0,0,0
RHP,74.0,175.0,R,85.2,83.7,2050.0,71.5,1413.0,67.4,2415.0,,,Northeast,D3,3,12.200000000000005,16.299999999999997,,0,0,0,0,0,0,0,1,1
RHP,75.0,177.3,R,96.0,93.0,2299.0,83.5,1669.0,77.0,2574.0,84.0,2473.0,Midwest,Mid Major,4,9.5,16.0,9.0,0,0,0,0,0,0,0,0,0
LHP,70.0,180.0,R,,,,,,,,,,Northeast,D3,0,,,,1,1,1,1,1,1,1,1,1
RHP,76.0,193.0,R,97.0,95.5,2355.0,85.5,1769.0,78.5,2496.0,81.3,2488.0,Midwest,Power 4,4,10.0,17.0,14.200000000000005,0,0,0,0,0,0,0,0,0
RHP,70.0,165.0,R,83.0,82.5,,74.0,,69.5,,,,Midwest,D3,3,8.5,13.0,,0,0,1,0,1,0,1,1,1
RHP,71.0,160.0,R,75.0,74.0,,71.0,,,,65.5,,Midwest,JC,3,3.0,,8.5,0,0,1,0,1,1,1,0,1
RHP,72.0,200.0,R,,79.0,,71.5,,70.5,,,,South,D2,3,7.5,8.5,,1,0,1,0,1,0,1,1,1
RHP,75.0,180.0,R,88.5,87.3,2179.0,77.1,1831.0,72.2,1972.0,,,South,JC,3,10.200000000000005,15.099999999999994,,0,0,0,0,0,0,0,1,1
RHP,74.0,165.0,R,82.8,81.5,2099.0,76.5,1640.0,72.5,1740.0,75.0,1665.0,Midwest,JC,4,5.0,9.0,6.5,0,0,0,0,0,0,0,0,0
RHP,78.0,175.0,R,,76.5,,68.0,,66.0,,,,Midwest,NAIA,3,8.5,10.5,,1,0,1,0,1,0,1,1,1
RHP,74.0,175.0,R,,84.0,,75.0,,65.0,,,,West,Mid Major,3,9.0,19.0,,1,0,1,0,1,0,1,1,1
RHP,77.0,205.0,R,87.3,83.5,2253.0,72.0,1892.0,68.0,2164.0,62.0,,West,JC,4,11.5,15.5,21.5,0,0,0,0,0,0,0,0,1
RHP,71.0,170.0,R,85.0,83.0,1970.0,71.5,1435.0,71.5,2048.0,72.5,1939.0,South,JC,4,11.5,11.5,10.5,0,0,0,0,0,0,0,0,0
LHP,75.0,180.0,L,88.0,85.0,,72.0,,70.0,,,,South,JC,3,13.0,15.0,,0,0,1,0,1,0,1,1,1
RHP,71.0,170.0,R,,,,,,,,,,West,JC,0,,,,1,1,1,1,1,1,1,1,1
LHP,70.0,140.0,L,77.2,76.2,1936.0,65.8,1415.0,63.3,2067.0,,,West,JC,3,10.400000000000006,12.900000000000006,,0,0,0,0,0,0,0,1,1
